,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
2797,Vodafone Smart first 6,0,"2015, May",112 g (3.95 oz),Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual-core 1.0 GHz Cortex-A7,"4 GB, 512 MB RAM","4 GB, 512 MB RAM",2 MP,No,"4.0, A2DP",Removable Li-Ion 1400 mAh battery,About 60 EUR
2801,Vodafone Smart 4 turbo,1,"2014, Q2",155 g (5.47 oz),TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~61.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.2 GHz Cortex-A7,"4 GB, 1 GB RAM","4 GB, 1 GB RAM",5 MP,VGA,"4.0, A2DP",Removable Li-Ion 1880 mAh battery,About 100 EUR
2802,Vodafone Smart 4 power,1,"2014, June",162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Quad-core 1.3 GHz Cortex-A7,"4 GB, 1 GB RAM","4 GB, 1 GB RAM",5 MP,VGA,"4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 150 EUR
2803,Vodafone Smart 4,0,"2014, May",152 g (5.36 oz),TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~62.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Dual-core 1.2 GHz Cortex-A7,"4 GB, 512 MB RAM","4 GB, 512 MB RAM",5 MP,Yes,"4.0, A2DP",Removable Li-Ion 1880 mAh battery,About 90 EUR
2807,Wiko View2 Pro,1,"2018, February",164 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 89.6 cm2 (~80.6% screen-to-body ratio)",720 x 1528 pixels (~282 ppi density),Octa-core 1.8 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, f/1.8, dual pixel PDAF
16 MP, f/1.8, dual pixel PDAF","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 300 EUR
2808,Wiko View2,1,"2018, February",153 g (5.40 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 89.6 cm2 (~80.5% screen-to-body ratio)",720 x 1528 pixels (~282 ppi density),Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDAF","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 200 EUR
2809,Wiko View Prime,1,"2017, September",162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, AF","20 MP
8 MP","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 190 EUR
2811,Wiko View,1,"2017, September",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16/32 GB, 3 GB RAM","16/32 GB, 3 GB RAM","13 MP, AF",16 MP,"4.2, A2DP, LE",Removable Li-Po 2900 mAh battery,About 150 EUR
2853,Xiaomi Mi Play,1,"2018, December",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm2 (~80.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",Octa-core 2.3 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/2.2, 1.25 m, PDAF
Secondary camera, depth sensor",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 170 EUR
2854,Xiaomi Mi Mix 3,1,"2018, October",218 g (7.69 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"256 GB, 8/10 GB RAM or 128 GB, 6/8 GB RAM","256 GB, 8/10 GB RAM or 128 GB, 6/8 GB RAM","12 MP (wide), f/1.8, 1/2.55"", 1.4m, Dual Pixel PDAF, 4-axis OIS
12 MP (telephoto), 1/3.4"", 1.0m","Mechanical pop-up 24 MP, 1/2.8"", 0.9m
Mechanical pop-up 2 MP, depth sensor","5.0, A2DP, aptX HD, LE",Non-removable Li-Ion 3200 mAh battery,About 560 EUR
2855,Xiaomi Black Shark Helo,1,"2018, October",190 g (6.70 oz),"AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.2 cm2 (~77.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"256 GB, 10 GB RAM, 128 GB, 6/8 GB RAM","256 GB, 10 GB RAM, 128 GB, 6/8 GB RAM","12 MP, f/1.8, 1.25m, dual pixel PDAF
20 MP, f/1.8, 1.0m, AF, 2x optical zoom","20 MP, f/2.2, 1.0m","5.0, A2DP, aptX HD, LE",Non-removable Li-Ion 4000 mAh battery,About 450 EUR
2856,Xiaomi Redmi Note 6 Pro,1,"2018, September",182 g (6.42 oz),"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~81.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",Octa-core 1.8 GHz Kryo 260,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM","64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.2, 1.12m, depth sensor","20 MP, f/2.0, 0.9m
2 MP, f/2.2, 1.75m, depth sensor","5.0, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 190 EUR
2857,Xiaomi Mi 8 Pro,1,"2018, September",177 g (6.24 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"128 GB, 6/8 GB RAM","128 GB, 6/8 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, 4-axis OIS, dual pixel PDAF
12 MP, f/2.4, 1/3.4"", 1.0m, AF, 2x optical zoom","20 MP, f/2.0, 0.9m","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3000 mAh battery,About 500 EUR
2858,Xiaomi Mi 8 Lite,1,"2018, September",169 g (5.96 oz),"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64/128 GB, 4/6 GB RAM","64/128 GB, 4/6 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.0, 1/5"", 1.12m, depth sensor","24 MP, 1/2.8"", 0.9m","5.0, A2DP, LE",Non-removable Li-Po 3350 mAh battery,About 230 EUR
2859,Xiaomi Pocophone F1,1,"2018, August",182 g (6.42 oz),"IPS LCD capacitive touchscreen, 16M colors","6.18 inches, 96.2 cm2 (~82.2% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~403 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"256 GB, 8 GB RAM or 64/128 GB, 6 GB RAM","256 GB, 8 GB RAM or 64/128 GB, 6 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.0, 1.12m, depth sensor","20 MP, f/2.0, 0.9m","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 4000 mAh battery,About 290 EUR
2860,Xiaomi Mi A2 (Mi 6X),1,"2018, July",166 g (5.86 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"128 GB, 6 GB RAM or 32/64 GB, 4 GB RAM","128 GB, 6 GB RAM or 32/64 GB, 4 GB RAM","12 MP, f/1.8, 1/2.9"", 1.25m
20 MP, f/1.8, 1/2.8"", 1.0m, PDAF","20 MP, f/2.2, 1/2.8"", 1.0m","5.0, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 190 EUR
2861,Xiaomi Mi A2 Lite (Redmi 6 Pro),1,"2018, July",178 g (6.28 oz),"IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm2 (~79.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/2.2, 1.25 m, PDAF
5 MP, f/2.2, 1.12 m, depth sensor","5 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 180 EUR
2862,Xiaomi Mi Max 3,1,"2018, July",221 g (7.80 oz),"IPS LCD capacitive touchscreen, 16M colors","6.9 inches, 122.9 cm2 (~79.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~350 ppi density)",Octa-core 1.8 GHz Kryo 260,"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, depth sensor","8 MP, f/2.0, 1/4"", 1.12m","5.0, A2DP, LE",Non-removable Li-Ion 5500 mAh battery,About 230 EUR
2863,Xiaomi Mi Pad 4,1,"2018, June",342.5 g (12.10 oz),"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~77.1% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64 GB, 4 GB RAM (Wi-Fi or LTE model) or 32 GB, 3 GB RAM (Wi-Fi model)","64 GB, 4 GB RAM (Wi-Fi or LTE model) or 32 GB, 3 GB RAM (Wi-Fi model)","13 MP, f/2.0","5 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Po 6000 mAh battery,About 160 EUR
2864,Xiaomi Mi Pad 4 Plus,1,"2018, August",485 g (1.07 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~80.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"128 GB, 4 GB RAM (LTE model) or 64 GB, 4 GB RAM (Wi-Fi or LTE model)","128 GB, 4 GB RAM (LTE model) or 64 GB, 4 GB RAM (Wi-Fi or LTE model)","13 MP, f/2.0","5 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Po 8620 mAh battery,About 260 EUR
2865,Xiaomi Redmi 6,1,"2018, June",146 g (5.15 oz),"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/2.2, 1.25 m, PDAF
5 MP, f/2.2, 1.12 m, depth sensor",5 MP,"4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 120 EUR
2866,Xiaomi Redmi 6A,1,"2018, June",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Quad-core 2.0 GHz Cortex-A53,"32 GB, 3 RAM or 16 GB, 2 GB RAM","32 GB, 3 RAM or 16 GB, 2 GB RAM","13 MP, f/2.2, PDAF","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 90 EUR
2867,Xiaomi Mi 8 Explorer,1,"2018, May",177 g (6.24 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"128 GB, 8 GB RAM","128 GB, 8 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, 4-axis OIS, dual pixel PDAF
12 MP, f/2.4, 1/3.4"", 1.0m, AF, 2x optical zoom","20 MP, f/2.0, 0.9m","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3000 mAh battery,About 500 EUR
2868,Xiaomi Mi 8,1,"2018, May",175 g (6.17 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"64/128/256 GB, 6 GB RAM or 128 GB, 8 GB RAM","64/128/256 GB, 6 GB RAM or 128 GB, 8 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, 4-axis OIS, dual pixel PDAF
12 MP, f/2.4, 56mm (telephoto), 1/3.4"", 1.0m, AF, 2x optical zoom","20 MP, f/2.0, 0.9m","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3400 mAh battery,About 380 EUR
2869,Xiaomi Mi 8 SE,1,"2018, May",164 g (5.78 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.88 inches, 87.6 cm2 (~81.3% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~423 ppi density)",Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"128 GB, 6 GB RAM or 64 GB, 4/6 GB RAM","128 GB, 6 GB RAM or 64 GB, 4/6 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.0, 1.12m, depth sensor","20 MP, f/2.0, 1.0m","5.0, A2DP, LE",Non-removable Li-Po 3120 mAh battery,About 260 EUR
2870,Xiaomi Redmi S2 (Redmi Y2),1,"2018, May",170 g (6.00 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~74.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/2.2, 1.25m, PDAF
5 MP, depth sensor",16 MP,"4.2, A2DP, LE",Non-removable Li-Po 3080 mAh battery,About 150 EUR
2871,Xiaomi Mi Mix 2S,1,"2018, March",191 g (6.74 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~81.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"256 GB, 8 GB RAM or 64/128 GB, 6 GB RAM","256 GB, 8 GB RAM or 64/128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, 4-axis OIS, dual pixel PDAF
12 MP, f/2.4, 1/3.4"", 1.0m, AF, 2x optical zoom","5 MP, f/2.0, 1/4"", 1.4m","5.0, A2DP, LE",Non-removable Li-Ion 3400 mAh battery,About 400 EUR
2872,Xiaomi Redmi Note 5 AI Dual Camera,1,"2018, March",181 g (6.38 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core 1.8 GHz Kryo 260,"64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM","64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.0, 1.25m, depth sensor","13 MP, f/2.0, 1.12m","5.0, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 180 EUR
2873,Xiaomi Redmi Note 5 Pro,1,"2018, February",181 g (6.38 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core 1.8 GHz Kryo 260,"64 GB, 4/6 GB RAM","64 GB, 4/6 GB RAM","12 MP, f/2.2, 1.25m, PDAF
5 MP, f/2.0, 1.12m, depth sensor","20 MP, f/2.2, 1/2.8"", 1.0m","5.0, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 180 EUR
2874,Xiaomi Black Shark,1,"2018, April",190 g (6.70 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~76.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),"128 GB, 8 GB RAM or 64 GB, 6 GB RAM","128 GB, 8 GB RAM or 64 GB, 6 GB RAM","12 MP, f/1.8, 1.25m, dual pixel PDAF
20 MP, f/1.8, 1.0m, AF, 2x optical zoom","20 MP, f/2.2, 1.0m","5.0, A2DP, aptX HD, LE",Non-removable Li-Ion 4000 mAh battery,About 400 EUR
2875,Xiaomi Redmi Note 5 (Redmi 5 Plus),1,"2018, February",180 g (6.35 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/2.2, 1.25 m, dual pixel PDAF",5 MP,"4.2, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 160 EUR
2876,Xiaomi Redmi 5,1,"2017, December",157 g (5.54 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.9% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core 1.8 GHz Cortex-A53,"32 GB, 3/4 GB RAM or 16 GB, 2 GB RAM","32 GB, 3/4 GB RAM or 16 GB, 2 GB RAM","12 MP, f/2.2, 1.25 m, PDAF",5 MP,"4.2, A2DP, LE",Non-removable Li-Po 3300 mAh battery,About 160 EUR
2877,Xiaomi Redmi 5A,1,"2017, November",137 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.0 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~296 ppi density)",Quad-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 110 EUR
2878,Xiaomi Redmi Y1 (Note 5A),1,"2017, November",153 g (5.40 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.2, 1/3.1"", 1.12m, PDAF","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3080 mAh battery,About 140 EUR
2879,Xiaomi Redmi Y1 Lite,1,"2017, November",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3080 mAh battery,About 90 EUR
2880,Xiaomi Mi Note 3,1,"2017, September",163 g (5.75 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.8, 27mm (wide), 4-axis OIS, PDAF
12 MP, f/2.6, 52mm (telephoto), AF, 2x optical zoom","16 MP, 1.0m","5.0, A2DP, LE",Non-removable Li-Ion 3500 mAh battery,About 280 EUR
2881,Xiaomi Mi Mix 2,1,"2017, September",185 g (6.53 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~80.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"128 GB, 8 GB RAM or 64/128/256 GB, 6 GB RAM","128 GB, 8 GB RAM or 64/128/256 GB, 6 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25m, 4-axis OIS, PDAF","5 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3400 mAh battery,About 410 EUR
2882,Xiaomi Mi A1 (Mi 5X),1,"2017, September",165 g (5.82 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/2.2, 26mm (wide), 1.25m, PDAF
12 MP, f/2.6, 50mm (telephoto), 1.0m, AF, 2x optical zoom",5 MP,"4.2, A2DP, LE",Non-removable Li-Po 3080 mAh battery,About 170 EUR
2883,Xiaomi Mi Max 2,1,"2017, May",211 g (7.44 oz),"IPS LCD capacitive touchscreen, 16M colors","6.44 inches, 114.3 cm2 (~74.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~342 ppi density)",Octa-core 2.0 GHz Cortex-A53,"32/64/128 GB, 4 GB RAM","32/64/128 GB, 4 GB RAM","12 MP, f/2.2, 1/2.9"", 1.25m, PDAF","5 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 5300 mAh battery,About 200 EUR
2884,Xiaomi Redmi 4 (4X),1,"2017, May",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.0","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Po 4100 mAh battery,About 110 EUR
2885,Xiaomi Mi 6,1,"2017, April",168 g / 182 g (Ceramic) (5.93 oz),"IPS LCD capacitive touchscreen, 16M colors","5.15 inches, 73.1 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"64/128 GB, 6 GB RAM or 64 GB, 4 GB RAM","64/128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.8, 27mm (wide), 1/2.9"", 1.25m, 4-axis OIS, PDAF
12 MP, f/2.6, 52mm (telephoto), 1.0m, AF, 2x optical zoom",8 MP,"5.0, A2DP, LE",Non-removable Li-Po 3350 mAh battery,About 330 EUR
2886,Xiaomi Mi Pad 3,0,"2017, April",328 g (11.57 oz),"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 190.9 cm2 (~71.8% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~326 ppi density)",Hexa-core (3x2.1 GHz Cortex-A72 & 3x1.7 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2.2","5 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Po 6600 mAh battery,About 290 EUR
2887,Xiaomi Mi 5c,1,"2017, February",135 g (4.76 oz),"IPS LCD capacitive touchscreen, 16M colors","5.15 inches, 73.1 cm2 (~72.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)",Octa-core (4x2.2 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"64 GB, 3 GB RAM","64 GB, 3 GB RAM","12 MP, f/2.2, 27mm (wide), 1.25m, PDAF","8 MP, f/2.0, 27mm (wide)","4.1, A2DP, LE",Non-removable Li-Ion 2860 mAh battery,About 150 EUR
2888,Xiaomi Redmi Note 4X,1,"2017, February",165 g (5.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM or 16/32 GB, 3 RAM","64 GB, 4 GB RAM or 16/32 GB, 3 RAM","13 MP, f/2.0, 1.12m, PDAF","5 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 4100 mAh battery,About 130 EUR
2889,Xiaomi Redmi Note 4,1,"2017, January",165 g (5.82 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.0, 1.12m, PDAF","5 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Po 4100 mAh battery,About 150 EUR
2890,Xiaomi Redmi 4A,1,"2016, November",131.5 g (4.66 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.0 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~296 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16/32 GB, 2 GB RAM","16/32 GB, 2 GB RAM","13 MP, AF, f/2.2","5 MP, f/2.2","4.1, A2DP, LE",Non-removable Li-Ion 3120 mAh battery,About 110 EUR
2891,Xiaomi Redmi 4 (China),1,"2016, November",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.0 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~296 ppi density)",Octa-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.2","4.1, A2DP, LE",Non-removable Li-Po 4100 mAh battery,About 130 EUR
